_id,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,overall_rating
10295352,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10299095,8.0,8.0,8.0,8.0,8.0,80.0,8.0,8.0
102995,9.0,10.0,9.0,10.0,10.0,93.0,9.0,9.471428571428572
10306879,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
103161,10.0,10.0,10.0,10.0,10.0,96.0,9.0,9.799999999999999
10317142,10.0,10.0,9.0,10.0,10.0,94.0,10.0,9.771428571428572
10324377,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10332161,10.0,9.0,10.0,9.0,6.0,90.0,9.0,8.857142857142858
10343118,10.0,10.0,10.0,10.0,10.0,94.0,9.0,9.771428571428572
10354347,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10359729,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1036027,9.0,10.0,9.0,10.0,9.0,88.0,9.0,9.257142857142856
10373872,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1038163,9.0,10.0,9.0,10.0,10.0,91.0,9.0,9.442857142857141
10381879,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
10383490,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
10392282,10.0,10.0,9.0,10.0,10.0,96.0,9.0,9.657142857142857
10411341,10.0,9.0,9.0,10.0,10.0,95.0,9.0,9.5
10415637,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
10416859,10.0,10.0,9.0,10.0,10.0,96.0,10.0,9.799999999999999
10423504,10.0,10.0,10.0,10.0,10.0,96.0,9.0,9.799999999999999
1042446,10.0,10.0,9.0,10.0,10.0,94.0,9.0,9.62857142857143
10431455,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10448594,10.0,10.0,10.0,10.0,10.0,95.0,10.0,9.928571428571429
10449328,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10458796,9.0,10.0,9.0,10.0,10.0,94.0,9.0,9.485714285714286
10459480,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1047087,10.0,10.0,10.0,10.0,9.0,97.0,10.0,9.814285714285715
10471178,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10486984,9.0,10.0,9.0,10.0,9.0,94.0,9.0,9.342857142857143
10487917,9.0,9.0,9.0,9.0,9.0,89.0,9.0,8.985714285714286
10488837,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10519173,10.0,10.0,10.0,10.0,10.0,95.0,9.0,9.785714285714286
10527212,8.0,8.0,7.0,7.0,8.0,71.0,8.0,7.585714285714286
10527243,10.0,10.0,10.0,10.0,10.0,96.0,10.0,9.942857142857141
10542174,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10545725,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
10545815,10.0,10.0,10.0,10.0,9.0,96.0,9.0,9.657142857142857
10548991,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
10552362,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
10558807,8.0,8.0,7.0,8.0,8.0,71.0,8.0,7.728571428571429
10560325,9.0,10.0,9.0,9.0,9.0,89.0,9.0,9.128571428571428
10570041,10.0,10.0,9.0,10.0,10.0,91.0,9.0,9.585714285714285
10573225,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
10578580,9.0,10.0,9.0,10.0,10.0,95.0,9.0,9.5
10581101,10.0,9.0,9.0,9.0,9.0,90.0,9.0,9.142857142857142
1058555,10.0,10.0,10.0,10.0,10.0,96.0,9.0,9.799999999999999
10596036,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10612199,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
10624493,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10628126,10.0,10.0,10.0,10.0,10.0,92.0,9.0,9.742857142857144
1063491,10.0,10.0,9.0,10.0,10.0,95.0,9.0,9.642857142857142
10635276,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
10639317,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10648267,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
10659534,9.0,9.0,10.0,10.0,10.0,95.0,9.0,9.5
10664888,10.0,10.0,10.0,10.0,10.0,97.0,10.0,9.957142857142857
1066648,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1067052,10.0,10.0,9.0,10.0,10.0,96.0,10.0,9.799999999999999
10671783,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10675315,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10677883,10.0,10.0,8.0,10.0,6.0,60.0,8.0,8.285714285714286
1068505,10.0,10.0,10.0,10.0,10.0,96.0,9.0,9.799999999999999
1069531,10.0,10.0,9.0,10.0,10.0,93.0,9.0,9.614285714285714
1070322,9.0,9.0,9.0,9.0,9.0,82.0,8.0,8.742857142857144
10706900,10.0,10.0,9.0,10.0,10.0,95.0,9.0,9.642857142857142
10716793,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1073607,10.0,10.0,10.0,10.0,10.0,96.0,10.0,9.942857142857141
1074008,9.0,10.0,9.0,10.0,10.0,97.0,9.0,9.528571428571428
10742116,9.0,9.0,9.0,9.0,10.0,83.0,8.0,8.9
10751153,10.0,10.0,10.0,10.0,10.0,94.0,9.0,9.771428571428572
10752737,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1077686,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10782351,10.0,10.0,10.0,10.0,10.0,80.0,10.0,9.714285714285714
1079887,10.0,10.0,9.0,10.0,9.0,93.0,9.0,9.471428571428572
10802909,8.0,9.0,8.0,9.0,10.0,78.0,8.0,8.542857142857143
10812136,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10816768,10.0,10.0,10.0,10.0,10.0,99.0,10.0,9.985714285714286
10819035,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10828339,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10839801,10.0,10.0,10.0,10.0,10.0,97.0,10.0,9.957142857142857
10839973,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10840938,9.0,9.0,9.0,10.0,10.0,87.0,9.0,9.242857142857144
10850008,10.0,10.0,9.0,10.0,10.0,99.0,9.0,9.700000000000001
10852990,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10855800,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10857454,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
10862541,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
10887852,10.0,10.0,10.0,10.0,10.0,95.0,10.0,9.928571428571429
10893326,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
1089542,10.0,10.0,9.0,10.0,9.0,93.0,10.0,9.614285714285714
1090153,9.0,10.0,7.0,10.0,9.0,93.0,8.0,8.9
10908640,10.0,9.0,9.0,10.0,10.0,100.0,9.0,9.571428571428571
10911771,7.0,8.0,8.0,9.0,9.0,76.0,8.0,8.085714285714285
1092760,10.0,10.0,10.0,10.0,10.0,96.0,10.0,9.942857142857141
10932304,9.0,9.0,9.0,9.0,10.0,87.0,9.0,9.1
10948197,9.0,10.0,9.0,10.0,9.0,93.0,9.0,9.328571428571427
1095174,10.0,10.0,10.0,10.0,9.0,97.0,10.0,9.814285714285715
10977704,10.0,10.0,10.0,10.0,10.0,96.0,9.0,9.799999999999999
1098211,9.0,10.0,10.0,10.0,9.0,84.0,8.0,9.200000000000001
10985735,10.0,10.0,9.0,10.0,9.0,94.0,9.0,9.485714285714286
10990260,9.0,10.0,10.0,10.0,10.0,91.0,9.0,9.585714285714285
10992286,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
10992671,10.0,10.0,9.0,10.0,10.0,98.0,10.0,9.828571428571427
11005300,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11006512,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11007058,6.0,8.0,8.0,6.0,10.0,80.0,8.0,7.714285714285714
11007542,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
1101035,10.0,10.0,10.0,10.0,10.0,98.0,9.0,9.828571428571427
11012484,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1104768,9.0,9.0,7.0,9.0,10.0,82.0,8.0,8.6
11055163,9.0,10.0,9.0,9.0,10.0,88.0,9.0,9.257142857142856
11080033,10.0,10.0,8.0,10.0,10.0,80.0,8.0,9.142857142857142
11093339,10.0,10.0,10.0,10.0,10.0,94.0,10.0,9.914285714285715
11095139,9.0,10.0,9.0,10.0,10.0,89.0,9.0,9.414285714285715
11097962,9.0,10.0,10.0,10.0,9.0,90.0,9.0,9.428571428571429
11098708,10.0,10.0,9.0,10.0,10.0,97.0,9.0,9.671428571428573
11108923,10.0,10.0,10.0,10.0,9.0,95.0,9.0,9.642857142857142
11113983,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1111410,9.0,9.0,9.0,9.0,9.0,87.0,9.0,8.957142857142857
11115528,9.0,9.0,9.0,10.0,10.0,90.0,9.0,9.285714285714286
1112838,10.0,10.0,10.0,10.0,10.0,95.0,10.0,9.928571428571429
11130156,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11131495,10.0,10.0,10.0,10.0,10.0,94.0,10.0,9.914285714285715
11136898,10.0,10.0,9.0,10.0,10.0,97.0,10.0,9.814285714285715
11144250,10.0,10.0,9.0,10.0,10.0,94.0,9.0,9.62857142857143
11145180,10.0,9.0,10.0,9.0,9.0,92.0,10.0,9.457142857142857
11146498,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11153910,8.0,8.0,6.0,8.0,8.0,80.0,6.0,7.428571428571429
11157167,10.0,10.0,9.0,10.0,10.0,97.0,10.0,9.814285714285715
1117706,10.0,9.0,10.0,9.0,10.0,97.0,10.0,9.671428571428573
11191242,9.0,10.0,9.0,10.0,10.0,88.0,9.0,9.4
11193311,10.0,10.0,9.0,10.0,9.0,86.0,9.0,9.37142857142857
11194486,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11194788,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11197217,9.0,10.0,10.0,10.0,9.0,100.0,8.0,9.428571428571429
11207193,10.0,10.0,10.0,10.0,10.0,97.0,9.0,9.814285714285715
11223389,10.0,10.0,9.0,10.0,10.0,92.0,9.0,9.6
11242147,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11264406,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
1127954,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1129061,10.0,10.0,10.0,10.0,10.0,96.0,10.0,9.942857142857141
11305966,9.0,8.0,8.0,8.0,9.0,90.0,8.0,8.428571428571429
1131054,10.0,10.0,10.0,10.0,10.0,99.0,10.0,9.985714285714286
11319047,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1132409,10.0,10.0,10.0,10.0,10.0,93.0,10.0,9.9
11335874,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
1136399,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11364106,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11378656,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11379251,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1138483,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
11387183,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11396243,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1139810,10.0,10.0,10.0,10.0,10.0,95.0,9.0,9.785714285714286
11406680,10.0,10.0,9.0,10.0,10.0,96.0,9.0,9.657142857142857
11409841,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
11413023,10.0,10.0,9.0,10.0,10.0,95.0,10.0,9.785714285714286
11420459,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1143151,10.0,10.0,9.0,10.0,10.0,94.0,9.0,9.62857142857143
1144090,10.0,10.0,10.0,10.0,10.0,92.0,9.0,9.742857142857144
11442936,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11444539,9.0,10.0,9.0,10.0,10.0,95.0,9.0,9.5
11447743,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
1145567,8.0,9.0,8.0,10.0,9.0,88.0,9.0,8.828571428571427
11459525,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11464859,10.0,10.0,10.0,10.0,10.0,99.0,10.0,9.985714285714286
1146653,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
11472884,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11480835,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11488558,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
1148978,10.0,9.0,9.0,10.0,9.0,94.0,9.0,9.342857142857143
11510109,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11533406,10.0,10.0,10.0,10.0,10.0,98.0,9.0,9.828571428571427
1153834,6.0,8.0,7.0,8.0,8.0,65.0,7.0,7.214285714285714
11552866,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11553333,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11553357,10.0,10.0,9.0,10.0,9.0,94.0,10.0,9.62857142857143
1155475,10.0,10.0,10.0,10.0,10.0,97.0,9.0,9.814285714285715
11557363,9.0,10.0,9.0,9.0,9.0,90.0,9.0,9.142857142857142
1155885,10.0,10.0,10.0,10.0,9.0,93.0,10.0,9.757142857142856
11566403,10.0,10.0,9.0,10.0,10.0,92.0,9.0,9.6
11567179,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11567815,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
11567997,10.0,10.0,10.0,10.0,10.0,96.0,10.0,9.942857142857141
11568230,9.0,10.0,9.0,10.0,10.0,93.0,9.0,9.471428571428572
11602050,8.0,8.0,8.0,9.0,9.0,80.0,7.0,8.142857142857142
11603201,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11610598,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
1163119,10.0,10.0,9.0,9.0,10.0,93.0,9.0,9.471428571428572
11648362,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11648810,4.0,10.0,4.0,8.0,8.0,70.0,8.0,7.0
11656239,10.0,10.0,10.0,10.0,10.0,98.0,10.0,9.971428571428572
11667313,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11679012,10.0,10.0,9.0,9.0,10.0,100.0,10.0,9.714285714285714
11679106,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11688660,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11690230,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1169088,9.0,9.0,10.0,9.0,9.0,84.0,9.0,9.057142857142857
116931,9.0,10.0,8.0,9.0,10.0,88.0,9.0,9.114285714285714
11693193,10.0,10.0,10.0,10.0,10.0,97.0,10.0,9.957142857142857
11695437,10.0,10.0,10.0,10.0,10.0,97.0,10.0,9.957142857142857
11695637,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11695887,10.0,10.0,9.0,10.0,10.0,94.0,9.0,9.62857142857143
11703559,10.0,10.0,10.0,10.0,10.0,94.0,10.0,9.914285714285715
11708,9.0,10.0,9.0,10.0,9.0,87.0,9.0,9.242857142857144
11715762,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11716047,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11719579,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11727255,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11737940,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11740322,10.0,10.0,10.0,10.0,10.0,99.0,10.0,9.985714285714286
117425,9.0,9.0,9.0,9.0,10.0,90.0,9.0,9.142857142857142
11753116,9.0,10.0,9.0,9.0,9.0,90.0,9.0,9.142857142857142
11757719,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11764681,10.0,9.0,10.0,9.0,10.0,90.0,9.0,9.428571428571429
1176693,9.0,9.0,9.0,10.0,10.0,83.0,8.0,9.042857142857143
11778475,10.0,10.0,9.0,10.0,10.0,92.0,9.0,9.6
11778959,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11779701,10.0,10.0,9.0,9.0,10.0,87.0,10.0,9.528571428571428
11792238,10.0,10.0,6.0,10.0,10.0,80.0,10.0,9.142857142857142
11796483,8.0,8.0,8.0,8.0,8.0,100.0,8.0,8.285714285714286
11806776,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11816864,10.0,9.0,10.0,10.0,8.0,96.0,9.0,9.37142857142857
11817249,10.0,10.0,10.0,10.0,10.0,99.0,10.0,9.985714285714286
1182474,9.0,10.0,10.0,10.0,10.0,91.0,10.0,9.728571428571428
1182475,9.0,10.0,9.0,9.0,9.0,87.0,9.0,9.1
11834359,10.0,10.0,10.0,10.0,9.0,93.0,10.0,9.757142857142856
11835169,10.0,10.0,9.0,10.0,10.0,100.0,10.0,9.857142857142858
11835516,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
11840338,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11841749,10.0,10.0,10.0,10.0,8.0,100.0,10.0,9.714285714285714
11846549,9.0,10.0,9.0,9.0,10.0,92.0,9.0,9.314285714285715
11848397,9.557489580779603,9.699264705882353,9.315286624203821,9.688311688311689,9.601078167115903,93.09924038225925,9.305147058823529,9.497329314453946
1185644,10.0,9.0,9.0,10.0,10.0,94.0,9.0,9.485714285714286
11860047,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
11860692,10.0,10.0,10.0,10.0,10.0,99.0,10.0,9.985714285714286
11863943,10.0,10.0,9.0,10.0,9.0,94.0,9.0,9.485714285714286
11871088,9.0,10.0,9.0,9.0,10.0,88.0,9.0,9.257142857142856
1188839,9.0,9.0,9.0,9.0,9.0,88.0,8.0,8.828571428571427
11890476,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0
